Opp Id,Opportunity Name,Account Name,Opp Owner,Stage,Type,Forecast Category,Include Forecast,Value,Close Date,Created Date,ICP Grade,Region,Next Step,Loss Reason,Lead Source,Opp Link,ROI Analysis,Value Map
0061001,Crestline Bank — API Access,Crestline Bank,Tom Ridley,Closed Won,Cross-Sell,Closed,0,8700.0,2026-03-13,2025-10-02,D,Americas,Demo to ops team,,Event,https://example.my.salesforce.com/0061001,0,1
0061002,Ardent IM — DataFeed Core,Ardent IM,Tom Ridley,Closed Lost,Renewal,Closed,0,33300.0,2026-06-09,2025-12-13,C,APAC,Pricing review,Competitor,Inbound,https://example.my.salesforce.com/0061002,1,0
0061003,Crestline Bank — DataFeed Core,Crestline Bank,Priya Shah,Closed Lost,Renewal,Closed,0,11200.0,2026-06-04,2026-04-28,B,Americas,Pricing review,Price,Inbound,https://example.my.salesforce.com/0061003,1,0
0061004,Beacon Wealth — Compliance Module,Beacon Wealth,Marco Bianchi,Closed Won,Renewal,Closed,0,193300.0,2026-04-23,2026-01-12,B,APAC,Pilot kickoff,,Outbound,https://example.my.salesforce.com/0061004,1,0
0061005,Quill Markets — Compliance Module,Quill Markets,Jane Okafor,Discovery,Renewal,Pipeline,0,86300.0,2026-10-06,2025-10-27,B,EMEA,Contract redlines,,Event,https://example.my.salesforce.com/0061005,1,0
0061006,Northgate Capital — API Access,Northgate Capital,Jane Okafor,Closed Won,New Business,Closed,0,71800.0,2026-06-09,2026-04-18,A,EMEA,Security review,,Outbound,https://example.my.salesforce.com/0061006,1,0
0061007,Stratus Clearing — API Access,Stratus Clearing,Marco Bianchi,Closed Won,Cross-Sell,Closed,0,150200.0,2026-05-18,2026-03-23,B,EMEA,Security review,,Inbound,https://example.my.salesforce.com/0061007,0,1
0061008,Helix Trading — Analytics Suite,Helix Trading,Jane Okafor,Closed Won,Cross-Sell,Closed,0,149400.0,2026-01-23,2025-07-25,C,EMEA,Exec sponsor call,,Outbound,https://example.my.salesforce.com/0061008,0,0
0061009,Northgate Capital — Compliance Module,Northgate Capital,Tom Ridley,Closed Lost,Upsell,Closed,0,102600.0,2026-08-20,2026-03-09,Ungraded,APAC,Pilot kickoff,Price,Inbound,https://example.my.salesforce.com/0061009,1,1
0061010,Crestline Bank — DataFeed Core,Crestline Bank,Priya Shah,Proposal,New Business,Best Case,1,8400.0,2026-11-20,2026-05-09,Ungraded,EMEA,Exec sponsor call,,Referral,https://example.my.salesforce.com/0061010,1,1
0061011,Pinemont Funds — API Access,Pinemont Funds,Jane Okafor,Qualification,New Business,Pipeline,0,34200.0,2026-12-14,2025-09-16,B,Americas,Security review,,Inbound,https://example.my.salesforce.com/0061011,1,1
0061012,Ardent IM — API Access,Ardent IM,Tom Ridley,Discovery,Renewal,Pipeline,0,96600.0,2026-10-25,2025-07-27,C,EMEA,Security review,,Referral,https://example.my.salesforce.com/0061012,1,1
0061013,Orbis Securities — Analytics Suite,Orbis Securities,Jane Okafor,Discovery,Upsell,Pipeline,0,41800.0,2026-07-26,2026-02-19,B,APAC,Exec sponsor call,,Event,https://example.my.salesforce.com/0061013,1,0
0061014,Orbis Securities — DataFeed Core,Orbis Securities,Jane Okafor,Business Case,Upsell,Best Case,1,79200.0,2026-11-16,2025-11-28,D,Americas,Demo to ops team,,Referral,https://example.my.salesforce.com/0061014,0,0
0061015,Pinemont Funds — DataFeed Core,Pinemont Funds,Priya Shah,Closed Won,Cross-Sell,Closed,0,79100.0,2026-01-23,2025-07-17,C,APAC,Pricing review,,Outbound,https://example.my.salesforce.com/0061015,0,0
0061016,Stratus Clearing — Analytics Suite,Stratus Clearing,Marco Bianchi,Closed Lost,Cross-Sell,Closed,0,57600.0,2026-02-23,2025-11-10,Ungraded,EMEA,Contract redlines,Price,Inbound,https://example.my.salesforce.com/0061016,1,1
0061017,Stratus Clearing — Compliance Module,Stratus Clearing,Priya Shah,Closed Lost,Renewal,Closed,0,63200.0,2026-01-10,2025-08-27,B,Americas,Pilot kickoff,Competitor,Inbound,https://example.my.salesforce.com/0061017,0,0
0061018,Vantage AM — Analytics Suite,Vantage AM,Priya Shah,Closed Won,Renewal,Closed,0,11100.0,2026-05-22,2026-02-20,B,EMEA,Demo to ops team,,Outbound,https://example.my.salesforce.com/0061018,1,1
0061019,Stratus Clearing — Compliance Module,Stratus Clearing,Jane Okafor,Business Case,Upsell,Best Case,0,39900.0,2026-08-07,2025-06-27,C,EMEA,Pilot kickoff,,Referral,https://example.my.salesforce.com/0061019,1,1
0061020,Pinemont Funds — Compliance Module,Pinemont Funds,Marco Bianchi,Business Case,New Business,Best Case,1,17600.0,2026-08-21,2025-08-15,A,Americas,Exec sponsor call,,Referral,https://example.my.salesforce.com/0061020,1,1
0061021,Ardent IM — Compliance Module,Ardent IM,Jane Okafor,Negotiation,Cross-Sell,Commit,0,22500.0,2026-10-22,2025-09-08,A,EMEA,Demo to ops team,,Referral,https://example.my.salesforce.com/0061021,1,0
0061022,Ardent IM — Analytics Suite,Ardent IM,Tom Ridley,Negotiation,Cross-Sell,Commit,0,78000.0,2026-07-02,2026-03-01,C,EMEA,Pricing review,,Inbound,https://example.my.salesforce.com/0061022,0,0
0061023,Helix Trading — Compliance Module,Helix Trading,Jane Okafor,Business Case,Cross-Sell,Best Case,1,104200.0,2026-07-09,2025-06-02,C,APAC,Contract redlines,,Referral,https://example.my.salesforce.com/0061023,0,0
0061024,Crestline Bank — DataFeed Core,Crestline Bank,Tom Ridley,Negotiation,Upsell,Commit,0,108300.0,2026-08-08,2026-03-25,C,Americas,Pricing review,,Event,https://example.my.salesforce.com/0061024,1,0
0061025,Ardent IM — Analytics Suite,Ardent IM,Priya Shah,Business Case,Upsell,Best Case,0,133900.0,2026-10-28,2025-12-03,B,Americas,Pilot kickoff,,Inbound,https://example.my.salesforce.com/0061025,1,1
0061026,Northgate Capital — Compliance Module,Northgate Capital,Jane Okafor,Qualification,Cross-Sell,Pipeline,0,216300.0,2026-10-26,2025-08-17,B,EMEA,Exec sponsor call,,Event,https://example.my.salesforce.com/0061026,0,1
0061027,Stratus Clearing — DataFeed Core,Stratus Clearing,Priya Shah,Business Case,New Business,Best Case,1,209200.0,2026-10-19,2025-09-04,Ungraded,APAC,Pricing review,,Event,https://example.my.salesforce.com/0061027,1,0
0061028,Helix Trading — API Access,Helix Trading,Priya Shah,Business Case,Upsell,Best Case,0,86500.0,2026-09-15,2025-07-24,Ungraded,Americas,Security review,,Inbound,https://example.my.salesforce.com/0061028,0,0
0061029,Ardent IM — API Access,Ardent IM,Tom Ridley,Qualification,Renewal,Pipeline,0,11200.0,2026-12-08,2026-02-16,B,APAC,Pilot kickoff,,Event,https://example.my.salesforce.com/0061029,0,0
0061030,Quill Markets — Compliance Module,Quill Markets,Tom Ridley,Proposal,Upsell,Best Case,0,55200.0,2026-07-25,2025-10-22,C,APAC,Contract redlines,,Referral,https://example.my.salesforce.com/0061030,1,0
0061031,Northgate Capital — API Access,Northgate Capital,Marco Bianchi,Qualification,Upsell,Pipeline,0,12900.0,2026-10-08,2026-02-05,D,EMEA,Exec sponsor call,,Outbound,https://example.my.salesforce.com/0061031,0,0
0061032,Ardent IM — Compliance Module,Ardent IM,Marco Bianchi,Business Case,Renewal,Best Case,1,222800.0,2026-08-01,2026-02-10,D,Americas,Pilot kickoff,,Outbound,https://example.my.salesforce.com/0061032,0,0
0061033,Crestline Bank — DataFeed Core,Crestline Bank,Priya Shah,Business Case,Renewal,Best Case,1,131000.0,2026-08-16,2026-03-15,C,EMEA,Pricing review,,Outbound,https://example.my.salesforce.com/0061033,1,0
0061034,Northgate Capital — DataFeed Core,Northgate Capital,Priya Shah,Qualification,Upsell,Pipeline,0,31800.0,2026-07-07,2025-09-27,C,EMEA,Security review,,Inbound,https://example.my.salesforce.com/0061034,0,1
0061035,Northgate Capital — DataFeed Core,Northgate Capital,Priya Shah,Qualification,New Business,Pipeline,0,98000.0,2026-06-01,2026-04-20,Ungraded,APAC,Pilot kickoff,,Event,https://example.my.salesforce.com/0061035,0,0
0061036,Ardent IM — Compliance Module,Ardent IM,Priya Shah,Discovery,New Business,Pipeline,0,63200.0,2026-11-04,2025-07-24,C,Americas,Demo to ops team,,Outbound,https://example.my.salesforce.com/0061036,0,0
0061037,Ardent IM — DataFeed Core,Ardent IM,Tom Ridley,Closed Won,New Business,Closed,0,101000.0,2026-06-09,2026-03-26,A,APAC,Security review,,Outbound,https://example.my.salesforce.com/0061037,0,0
0061038,Beacon Wealth — Compliance Module,Beacon Wealth,Tom Ridley,Business Case,Cross-Sell,Best Case,0,61900.0,2026-11-24,2026-01-17,Ungraded,Americas,Demo to ops team,,Event,https://example.my.salesforce.com/0061038,1,1
0061039,Beacon Wealth — Compliance Module,Beacon Wealth,Priya Shah,Business Case,Renewal,Best Case,0,116900.0,2026-11-18,2025-07-10,C,EMEA,Demo to ops team,,Referral,https://example.my.salesforce.com/0061039,0,1
0061040,Stratus Clearing — Compliance Module,Stratus Clearing,Tom Ridley,Qualification,Cross-Sell,Pipeline,0,8300.0,2026-12-20,2026-02-05,Ungraded,APAC,Security review,,Referral,https://example.my.salesforce.com/0061040,1,0
0061041,Pinemont Funds — API Access,Pinemont Funds,Marco Bianchi,Proposal,New Business,Best Case,0,121400.0,2026-10-25,2026-01-01,C,APAC,Pilot kickoff,,Referral,https://example.my.salesforce.com/0061041,0,1
0061042,Helix Trading — API Access,Helix Trading,Marco Bianchi,Proposal,Upsell,Best Case,0,178900.0,2026-10-19,2025-09-05,C,APAC,Pilot kickoff,,Event,https://example.my.salesforce.com/0061042,0,0
0061043,Ardent IM — Compliance Module,Ardent IM,Tom Ridley,Qualification,Renewal,Pipeline,0,107100.0,2026-10-16,2026-01-28,D,APAC,Pilot kickoff,,Inbound,https://example.my.salesforce.com/0061043,0,0
0061044,Helix Trading — Compliance Module,Helix Trading,Marco Bianchi,Closed Won,Renewal,Closed,0,11200.0,2026-02-03,2025-08-03,A,APAC,Exec sponsor call,,Event,https://example.my.salesforce.com/0061044,1,0
0061045,Stratus Clearing — Compliance Module,Stratus Clearing,Marco Bianchi,Closed Lost,Upsell,Closed,0,114200.0,2026-07-25,2026-04-14,Ungraded,EMEA,Pricing review,No decision,Outbound,https://example.my.salesforce.com/0061045,0,0
0061046,Stratus Clearing — API Access,Stratus Clearing,Jane Okafor,Business Case,Cross-Sell,Best Case,1,8800.0,2026-12-17,2025-12-23,D,Americas,Security review,,Event,https://example.my.salesforce.com/0061046,0,1
0061047,Quill Markets — DataFeed Core,Quill Markets,Marco Bianchi,Closed Won,Renewal,Closed,0,30500.0,2026-04-10,2025-07-24,B,EMEA,Security review,,Referral,https://example.my.salesforce.com/0061047,1,0
0061048,Stratus Clearing — Analytics Suite,Stratus Clearing,Marco Bianchi,Qualification,New Business,Pipeline,0,12600.0,2026-12-12,2025-07-12,Ungraded,APAC,Pilot kickoff,,Referral,https://example.my.salesforce.com/0061048,0,1
0061049,Pinemont Funds — DataFeed Core,Pinemont Funds,Priya Shah,Proposal,Renewal,Best Case,0,11100.0,2026-11-25,2026-03-15,Ungraded,EMEA,Pricing review,,Outbound,https://example.my.salesforce.com/0061049,1,0
0061050,Ardent IM — Compliance Module,Ardent IM,Tom Ridley,Negotiation,Upsell,Commit,0,13200.0,2026-07-10,2025-12-18,B,EMEA,Pricing review,,Inbound,https://example.my.salesforce.com/0061050,0,1
0061051,Helix Trading — API Access,Helix Trading,Jane Okafor,Proposal,Cross-Sell,Best Case,1,8700.0,2026-11-19,2026-02-09,A,APAC,Demo to ops team,,Referral,https://example.my.salesforce.com/0061051,1,0
0061052,Northgate Capital — API Access,Northgate Capital,Tom Ridley,Closed Won,Cross-Sell,Closed,0,24000.0,2026-06-09,2026-04-12,Ungraded,EMEA,Demo to ops team,,Event,https://example.my.salesforce.com/0061052,0,0
0061053,Ardent IM — Compliance Module,Ardent IM,Priya Shah,Qualification,Upsell,Pipeline,0,17400.0,2026-06-02,2025-06-02,B,Americas,Demo to ops team,,Outbound,https://example.my.salesforce.com/0061053,1,1
0061054,Pinemont Funds — Analytics Suite,Pinemont Funds,Jane Okafor,Negotiation,Renewal,Commit,0,36800.0,2026-11-20,2025-06-11,B,Americas,Contract redlines,,Inbound,https://example.my.salesforce.com/0061054,1,0
0061055,Stratus Clearing — Analytics Suite,Stratus Clearing,Marco Bianchi,Closed Won,Cross-Sell,Closed,0,62500.0,2026-06-09,2026-02-22,C,EMEA,Pilot kickoff,,Event,https://example.my.salesforce.com/0061055,1,0
0061056,Ardent IM — DataFeed Core,Ardent IM,Tom Ridley,Discovery,Cross-Sell,Pipeline,0,22300.0,2026-09-02,2026-02-20,C,EMEA,Security review,,Referral,https://example.my.salesforce.com/0061056,1,1
0061057,Ardent IM — API Access,Ardent IM,Marco Bianchi,Closed Lost,Cross-Sell,Closed,0,88300.0,2026-06-06,2025-08-12,Ungraded,EMEA,Demo to ops team,Lost to status quo,Event,https://example.my.salesforce.com/0061057,1,1
0061058,Quill Markets — Analytics Suite,Quill Markets,Jane Okafor,Negotiation,New Business,Commit,0,9100.0,2026-07-09,2026-05-26,B,APAC,Pricing review,,Event,https://example.my.salesforce.com/0061058,1,1
0061059,Pinemont Funds — Compliance Module,Pinemont Funds,Marco Bianchi,Qualification,Renewal,Pipeline,0,61200.0,2026-07-20,2026-01-03,B,EMEA,Demo to ops team,,Inbound,https://example.my.salesforce.com/0061059,0,1
0061060,Ardent IM — Compliance Module,Ardent IM,Marco Bianchi,Closed Won,Renewal,Closed,0,19900.0,2026-06-09,2026-05-11,B,Americas,Pilot kickoff,,Inbound,https://example.my.salesforce.com/0061060,1,0
0061061,Vantage AM — Compliance Module,Vantage AM,Marco Bianchi,Closed Won,Renewal,Closed,0,41300.0,2026-06-09,2026-02-27,B,APAC,Pilot kickoff,,Event,https://example.my.salesforce.com/0061061,1,1
0061062,Helix Trading — DataFeed Core,Helix Trading,Tom Ridley,Qualification,Cross-Sell,Pipeline,0,45200.0,2026-09-24,2026-02-07,Ungraded,APAC,Demo to ops team,,Inbound,https://example.my.salesforce.com/0061062,0,1
0061063,Beacon Wealth — Compliance Module,Beacon Wealth,Marco Bianchi,Qualification,New Business,Pipeline,0,9000.0,2026-12-22,2025-08-14,C,EMEA,Exec sponsor call,,Inbound,https://example.my.salesforce.com/0061063,1,0
0061064,Helix Trading — Compliance Module,Helix Trading,Priya Shah,Qualification,Upsell,Pipeline,0,165300.0,2026-07-21,2025-06-16,D,EMEA,Demo to ops team,,Outbound,https://example.my.salesforce.com/0061064,0,0
0061065,Pinemont Funds — Compliance Module,Pinemont Funds,Jane Okafor,Qualification,Upsell,Pipeline,0,74000.0,2026-07-03,2026-03-25,D,Americas,Pricing review,,Event,https://example.my.salesforce.com/0061065,0,1
0061066,Quill Markets — API Access,Quill Markets,Priya Shah,Closed Won,Upsell,Closed,0,11900.0,2026-02-09,2025-11-17,B,Americas,Contract redlines,,Inbound,https://example.my.salesforce.com/0061066,1,0
0061067,Ardent IM — DataFeed Core,Ardent IM,Marco Bianchi,Closed Lost,Cross-Sell,Closed,0,162400.0,2026-06-05,2025-06-21,C,Americas,Pricing review,Lost to status quo,Event,https://example.my.salesforce.com/0061067,1,1
0061068,Stratus Clearing — Analytics Suite,Stratus Clearing,Jane Okafor,Closed Lost,New Business,Closed,0,44400.0,2026-07-29,2026-03-06,B,APAC,Exec sponsor call,Lost to status quo,Outbound,https://example.my.salesforce.com/0061068,1,0
0061069,Helix Trading — Compliance Module,Helix Trading,Tom Ridley,Closed Won,Renewal,Closed,0,58600.0,2026-03-05,2025-10-22,B,APAC,Pilot kickoff,,Outbound,https://example.my.salesforce.com/0061069,0,0
0061070,Northgate Capital — DataFeed Core,Northgate Capital,Jane Okafor,Business Case,Upsell,Best Case,1,207200.0,2026-12-10,2025-06-10,B,APAC,Security review,,Inbound,https://example.my.salesforce.com/0061070,0,0
0061071,Ardent IM — Analytics Suite,Ardent IM,Jane Okafor,Closed Won,Renewal,Closed,0,57000.0,2026-06-09,2026-04-17,Ungraded,APAC,Pilot kickoff,,Inbound,https://example.my.salesforce.com/0061071,1,0
0061072,Northgate Capital — Analytics Suite,Northgate Capital,Priya Shah,Closed Won,New Business,Closed,0,33400.0,2026-06-09,2026-04-23,D,Americas,Pricing review,,Referral,https://example.my.salesforce.com/0061072,1,0
0061073,Orbis Securities — Compliance Module,Orbis Securities,Marco Bianchi,Closed Won,New Business,Closed,0,129800.0,2026-06-05,2025-12-08,B,Americas,Exec sponsor call,,Referral,https://example.my.salesforce.com/0061073,1,1
0061074,Stratus Clearing — API Access,Stratus Clearing,Priya Shah,Discovery,Cross-Sell,Pipeline,0,54600.0,2026-06-18,2025-09-01,B,Americas,Exec sponsor call,,Referral,https://example.my.salesforce.com/0061074,0,0
0061075,Orbis Securities — Compliance Module,Orbis Securities,Marco Bianchi,Business Case,Upsell,Best Case,1,8900.0,2026-06-05,2025-11-02,C,APAC,Contract redlines,,Outbound,https://example.my.salesforce.com/0061075,1,1
0061076,Quill Markets — API Access,Quill Markets,Jane Okafor,Proposal,Cross-Sell,Best Case,0,71700.0,2026-12-17,2025-09-10,B,EMEA,Security review,,Inbound,https://example.my.salesforce.com/0061076,0,0
0061077,Vantage AM — Analytics Suite,Vantage AM,Marco Bianchi,Closed Won,Renewal,Closed,0,7900.0,2026-05-13,2026-01-06,C,EMEA,Contract redlines,,Referral,https://example.my.salesforce.com/0061077,0,0
0061078,Helix Trading — Analytics Suite,Helix Trading,Marco Bianchi,Proposal,Cross-Sell,Best Case,0,8600.0,2026-10-13,2026-04-18,C,EMEA,Security review,,Inbound,https://example.my.salesforce.com/0061078,1,0
0061079,Northgate Capital — Compliance Module,Northgate Capital,Marco Bianchi,Discovery,Upsell,Pipeline,0,71300.0,2026-11-27,2026-04-04,B,EMEA,Exec sponsor call,,Referral,https://example.my.salesforce.com/0061079,1,0
0061080,Orbis Securities — DataFeed Core,Orbis Securities,Jane Okafor,Closed Won,Upsell,Closed,0,28300.0,2026-03-11,2026-01-04,A,EMEA,Demo to ops team,,Outbound,https://example.my.salesforce.com/0061080,1,0
0061081,Quill Markets — Analytics Suite,Quill Markets,Jane Okafor,Closed Won,Renewal,Closed,0,175000.0,2026-05-21,2025-10-21,A,EMEA,Pricing review,,Inbound,https://example.my.salesforce.com/0061081,1,1
0061082,Helix Trading — DataFeed Core,Helix Trading,Jane Okafor,Negotiation,Cross-Sell,Commit,0,236900.0,2026-10-17,2026-01-03,B,EMEA,Demo to ops team,,Inbound,https://example.my.salesforce.com/0061082,1,0
0061083,Quill Markets — Analytics Suite,Quill Markets,Priya Shah,Closed Lost,Renewal,Closed,0,90900.0,2026-05-28,2026-04-07,B,APAC,Exec sponsor call,Lost to status quo,Event,https://example.my.salesforce.com/0061083,0,0
0061084,Helix Trading — Compliance Module,Helix Trading,Marco Bianchi,Proposal,Renewal,Best Case,0,37100.0,2026-12-05,2025-08-04,A,EMEA,Demo to ops team,,Outbound,https://example.my.salesforce.com/0061084,1,0
0061085,Beacon Wealth — Analytics Suite,Beacon Wealth,Jane Okafor,Proposal,New Business,Best Case,1,69700.0,2026-08-08,2025-08-11,A,Americas,Exec sponsor call,,Inbound,https://example.my.salesforce.com/0061085,0,0
0061086,Crestline Bank — DataFeed Core,Crestline Bank,Priya Shah,Proposal,Cross-Sell,Best Case,0,120100.0,2026-11-11,2025-08-27,C,Americas,Contract redlines,,Event,https://example.my.salesforce.com/0061086,1,1
0061087,Vantage AM — Compliance Module,Vantage AM,Tom Ridley,Negotiation,Cross-Sell,Commit,0,19600.0,2026-10-15,2026-01-12,Ungraded,APAC,Contract redlines,,Outbound,https://example.my.salesforce.com/0061087,1,0
0061088,Pinemont Funds — Compliance Module,Pinemont Funds,Marco Bianchi,Closed Lost,Renewal,Closed,0,72700.0,2026-06-09,2025-11-04,D,Americas,Pricing review,No decision,Outbound,https://example.my.salesforce.com/0061088,0,0
0061089,Ardent IM — Compliance Module,Ardent IM,Priya Shah,Closed Won,Cross-Sell,Closed,0,105400.0,2026-04-03,2025-11-09,A,EMEA,Demo to ops team,,Inbound,https://example.my.salesforce.com/0061089,1,0
0061090,Orbis Securities — API Access,Orbis Securities,Priya Shah,Closed Lost,Renewal,Closed,0,130700.0,2026-01-17,2025-09-08,B,EMEA,Security review,Price,Event,https://example.my.salesforce.com/0061090,0,1
0061091,Stratus Clearing — API Access,Stratus Clearing,Marco Bianchi,Proposal,Cross-Sell,Best Case,0,92100.0,2026-12-02,2025-07-15,A,EMEA,Pricing review,,Referral,https://example.my.salesforce.com/0061091,1,0
0061092,Ardent IM — Analytics Suite,Ardent IM,Priya Shah,Closed Won,Renewal,Closed,0,25100.0,2026-06-09,2026-04-27,C,EMEA,Exec sponsor call,,Outbound,https://example.my.salesforce.com/0061092,0,0
0061093,Helix Trading — DataFeed Core,Helix Trading,Marco Bianchi,Closed Lost,Renewal,Closed,0,128700.0,2026-06-04,2026-03-13,Ungraded,Americas,Security review,Lost to status quo,Outbound,https://example.my.salesforce.com/0061093,1,0
0061094,Crestline Bank — API Access,Crestline Bank,Priya Shah,Proposal,Upsell,Best Case,0,75700.0,2026-10-21,2026-03-07,B,Americas,Security review,,Event,https://example.my.salesforce.com/0061094,1,1
0061095,Beacon Wealth — API Access,Beacon Wealth,Tom Ridley,Discovery,Renewal,Pipeline,0,98300.0,2026-11-20,2025-11-14,B,EMEA,Exec sponsor call,,Inbound,https://example.my.salesforce.com/0061095,0,0
0061096,Northgate Capital — Compliance Module,Northgate Capital,Marco Bianchi,Business Case,Cross-Sell,Best Case,1,33200.0,2026-06-07,2026-01-04,B,EMEA,Security review,,Event,https://example.my.salesforce.com/0061096,1,1
0061097,Pinemont Funds — DataFeed Core,Pinemont Funds,Tom Ridley,Closed Won,Renewal,Closed,0,13000.0,2026-01-17,2025-08-28,C,Americas,Pilot kickoff,,Outbound,https://example.my.salesforce.com/0061097,1,0
0061098,Orbis Securities — Compliance Module,Orbis Securities,Marco Bianchi,Closed Lost,Cross-Sell,Closed,0,16200.0,2026-06-09,2025-06-07,D,Americas,Demo to ops team,No decision,Inbound,https://example.my.salesforce.com/0061098,0,0
0061099,Pinemont Funds — Analytics Suite,Pinemont Funds,Tom Ridley,Proposal,New Business,Best Case,0,114200.0,2026-06-23,2026-05-01,C,APAC,Pricing review,,Event,https://example.my.salesforce.com/0061099,0,0
0061100,Northgate Capital — API Access,Northgate Capital,Tom Ridley,Closed Lost,Upsell,Closed,0,68300.0,2026-03-05,2025-08-18,B,EMEA,Demo to ops team,Lost to status quo,Referral,https://example.my.salesforce.com/0061100,0,1
0061101,Pinemont Funds — Compliance Module,Pinemont Funds,Tom Ridley,Proposal,New Business,Best Case,0,169000.0,2026-12-23,2025-06-27,D,APAC,Pricing review,,Event,https://example.my.salesforce.com/0061101,1,1
0061102,Orbis Securities — API Access,Orbis Securities,Marco Bianchi,Business Case,Renewal,Best Case,0,22300.0,2026-12-15,2025-06-12,C,APAC,Contract redlines,,Referral,https://example.my.salesforce.com/0061102,1,0
0061103,Orbis Securities — DataFeed Core,Orbis Securities,Tom Ridley,Closed Won,Upsell,Closed,0,13200.0,2026-06-09,2026-04-14,B,Americas,Pricing review,,Event,https://example.my.salesforce.com/0061103,0,0
0061104,Orbis Securities — DataFeed Core,Orbis Securities,Priya Shah,Closed Won,Cross-Sell,Closed,0,16700.0,2026-05-19,2025-11-12,Ungraded,EMEA,Security review,,Event,https://example.my.salesforce.com/0061104,0,1
0061105,Pinemont Funds — Compliance Module,Pinemont Funds,Priya Shah,Closed Lost,Cross-Sell,Closed,0,208500.0,2026-02-05,2025-07-09,B,EMEA,Security review,Lost to status quo,Event,https://example.my.salesforce.com/0061105,1,1
0061106,Stratus Clearing — Analytics Suite,Stratus Clearing,Jane Okafor,Qualification,Upsell,Pipeline,0,12200.0,2026-10-06,2025-11-04,B,APAC,Pricing review,,Outbound,https://example.my.salesforce.com/0061106,1,1
0061107,Orbis Securities — API Access,Orbis Securities,Marco Bianchi,Closed Won,Upsell,Closed,0,38800.0,2026-06-09,2026-05-03,B,APAC,Security review,,Outbound,https://example.my.salesforce.com/0061107,1,1
0061108,Beacon Wealth — Analytics Suite,Beacon Wealth,Jane Okafor,Proposal,Renewal,Best Case,0,60700.0,2026-09-21,2025-07-18,D,Americas,Exec sponsor call,,Outbound,https://example.my.salesforce.com/0061108,0,0
0061109,Stratus Clearing — API Access,Stratus Clearing,Marco Bianchi,Negotiation,New Business,Commit,0,38800.0,2026-11-04,2026-01-26,C,Americas,Contract redlines,,Outbound,https://example.my.salesforce.com/0061109,1,0
0061110,Vantage AM — DataFeed Core,Vantage AM,Priya Shah,Business Case,Upsell,Best Case,1,16400.0,2026-06-12,2026-03-28,C,EMEA,Pricing review,,Referral,https://example.my.salesforce.com/0061110,0,1
0061111,Helix Trading — API Access,Helix Trading,Marco Bianchi,Proposal,Renewal,Best Case,0,40600.0,2026-07-10,2025-06-18,B,APAC,Contract redlines,,Inbound,https://example.my.salesforce.com/0061111,1,0
0061112,Orbis Securities — Analytics Suite,Orbis Securities,Priya Shah,Closed Won,Upsell,Closed,0,127600.0,2026-03-22,2025-06-19,D,APAC,Pricing review,,Inbound,https://example.my.salesforce.com/0061112,1,1
0061113,Northgate Capital — Compliance Module,Northgate Capital,Marco Bianchi,Closed Won,Upsell,Closed,0,58000.0,2026-05-06,2025-06-19,Ungraded,EMEA,Demo to ops team,,Inbound,https://example.my.salesforce.com/0061113,0,1
0061114,Helix Trading — DataFeed Core,Helix Trading,Marco Bianchi,Closed Won,Renewal,Closed,0,17300.0,2026-02-07,2025-08-21,Ungraded,APAC,Security review,,Referral,https://example.my.salesforce.com/0061114,0,1
0061115,Helix Trading — API Access,Helix Trading,Marco Bianchi,Discovery,Upsell,Pipeline,0,56600.0,2026-12-02,2025-11-12,A,Americas,Security review,,Event,https://example.my.salesforce.com/0061115,1,1
0061116,Stratus Clearing — API Access,Stratus Clearing,Jane Okafor,Qualification,Upsell,Pipeline,0,137800.0,2026-11-28,2026-05-13,B,EMEA,Demo to ops team,,Event,https://example.my.salesforce.com/0061116,0,1
0061117,Orbis Securities — Analytics Suite,Orbis Securities,Jane Okafor,Proposal,New Business,Best Case,1,13200.0,2026-07-10,2025-09-12,A,APAC,Pricing review,,Inbound,https://example.my.salesforce.com/0061117,1,0
0061118,Crestline Bank — DataFeed Core,Crestline Bank,Priya Shah,Closed Won,New Business,Closed,0,32000.0,2026-06-09,2026-02-20,B,Americas,Demo to ops team,,Outbound,https://example.my.salesforce.com/0061118,0,1
0061119,Beacon Wealth — Analytics Suite,Beacon Wealth,Marco Bianchi,Closed Lost,Cross-Sell,Closed,0,74700.0,2026-06-04,2025-11-10,A,APAC,Pricing review,Lost to status quo,Inbound,https://example.my.salesforce.com/0061119,1,0
0061120,Beacon Wealth — DataFeed Core,Beacon Wealth,Tom Ridley,Qualification,Renewal,Pipeline,0,17900.0,2026-11-20,2026-04-06,B,APAC,Demo to ops team,,Referral,https://example.my.salesforce.com/0061120,1,1
